Nama Dosen;Program Studi;Kepakaran;URL Profil
Dewi Indra Setiawan, M.Si;Sains Data;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZRhZa%2BVmZNkk4WjsMBil5VtbmVna390ro9hZJdmbpNqZn6igA%3D%3D
Fitri Nurjanah, S.Si., M.Mat.;Sains Data;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZRhZq%2BZbGpnZLN3sZVnZWpsmpOUlK94gJJklJZraGVkY693fg%3D%3D
Yusni Puspha Lestari, S.T., M.Si.;Sains Data;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZRhZ6%2BXZWKTZ7B6gZFjl2ZqaZJmaYSng5SSaWeVaJVnl350gg%3D%3D
Yustida Bellini, M.Kom;Sains Data;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZRhaK%2BWZZKXa4VyrY%2BUaJRnl5djk4SjfJRjZGZpa5RlaLF4fA%3D%3D
Rafika Sari, S.Si., M.Si;Sains Data;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZRhaa9qmGFmZINxfsWTa5iZl2iSa4GkrpNqYmNrbJOSloB1fQ%3D%3D
Rian Kurnia, M.Si.;Sains Data;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZRhaq9rZmGUloR5r8SUaWlqamVlaIF6rZZmY2VlbmSTaH9xfQ%3D%3D
Yoga Aji Sukma, S.Mat., M.Stat.;Sains Data;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZRha6%2BXaWSTlH55hZBnaZaVZmlolIN6g5JjamyWmmVnZH%2Bmsg%3D%3D
Indah Suciati, M.Mat.;Sains Data;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZRiYq%2BYbpRiY66ksMNkZGdmbJJnZ7Onfo%2BWk5lmbJdjZoaigw%3D%3D
Dimas Dwi Randa, M.KOM;Sains Data;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZRiY6%2BZmGWVaX6kgcSSaWeaZWeVlIV6gpdiZmeXaGSSarB1gw%3D%3D
Vina Nurmadani, S.Mat, M.Si;Sains Data;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZRiZK%2BWmWlnloN1fsBoZmxsZ5WVan94gY%2BSZJeXZWdpan51gQ%3D%3D
Rajif Agung Yunmar, S.Kom., M.Cs.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJBnaK%2BWbZKXlH51sZCVZGVom2dnabCihcWSamxmZmFoa7B5gg%3D%3D
Raidah Hanifah, S.T., M.T.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJBnaa9km5VhlIGkhY9kZWeZmpZkY7N5gcJnapmVbGVomIF3gw%3D%3D
Arkham Zahri Rakhman, S.Kom., M.Eng.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJBpY69ommKXZn5zgsOXZWVtmmdhZH%2BkgJOUaZdpm5JqZoJxfg%3D%3D
Rahman Indra Kesuma, S.Kom. M.Cs.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJBpZK9qmGNhaYWnfMKUameYZWNjZ4F3hMJhmJVqbmRhZ4F4hA%3D%3D
Hafiz Budi Firmansyah, S.Kom., M.Sc., Ph.D.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJBpZa%2BVmpSTmH51f8GTZmyZZmJjY7Cngo%2BTk2OaapKSZIZ3fQ%3D%3D
Imam Eko Wicaksono, S.Si., M.Si.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJFlaa%2BYmZdhZYJ4fphqk5eWaGRia4N3gJGUa2iXaGOXZ7N1gA%3D%3D
I Wayan Wiprayoga Wisesa, S.Kom., M.Kom.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJFmaq%2BabZJkaoR6gY9hamdtmpaWa4OkfJeSl2htZmVnY4V5gA%3D%3D
Amirul Iqbal, S.Kom., M.Eng;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJJpY69mlmlik651rpNna2eZa2VmlrB2rZSSlWxrm2Vkln2isQ%3D%3D
Hartanto Tantriawan, S.Kom., M.Kom;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJJpZK%2BZlmhqZ7ClfphhYmOZbWdkla95f5hoY2ZmmpeTaoWjhQ%3D%3D
Angga Wijaya, S.Si., M.Si.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJJpZa%2BZm2aTY66lgsBkYmhobJdjarF5gZJomGdkaZVnlYVyfw%3D%3D
Mohamad Idris, S.Si., M.Sc.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJNjZK9nlmFmk69zscGWaJRtl5ZlZq6mfo%2BVl5lqm2RhZLF0rQ%3D%3D
Arief Ichwani, S.Kom., M.Cs;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJNjZq9rm5Zkk7Olg8VkYmVqmmRhZa5xsZeXZJSYaJJnlrN2fw%3D%3D
Martin Clinton Tosima Manullang, S.T., M.T., Ph.D.;Teknik Informatika;Embedded System, Computer Engineering, Internet of Things, Tele-Health, Biomedical Engineering;https://directory.itera.ac.id/researcher/id/gpKIfJNqZq9rbJWXmIF6fMNok2lpaGKTlLJzfpJlaGVmZWhhZbKifQ%3D%3D
Andika Setiawan, S.Kom., M.Cs.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJNqZ6%2BZaZVjZ32lrZiTY2tommJoln50fcVqZ2qYZ2WWaISirQ%3D%3D
Meida Cahyo Untoro, S.Kom., M.Kom;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJRnaq9sZZVjYoWjgsWXY2aVmZdll391fMFjaGtlZmplk4Z0gw%3D%3D
Ilham Firman Ashari, S.Kom., M.T;Teknik Informatika;;https://directory.itera.ac.id/researcher/id/gpKIfJRoYq9pZ2qTYoOispFklGRklmFkmK%2BnhJGXapRplmSUZrOjrw%3D%3D
Ir. Mugi Praseptiawan, S.T., M.Kom.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJRoY6%2BaapVll7CmgZSUYmdnmWJpmH53fcRhamWWZZVlk4Fygw%3D%3D
Andre Febrianto, S.Kom., M.Eng;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJRpY69raZZpZ4JzgphomGWZlmNnYrJ0rY9hapiVbGhnY4B3fA%3D%3D
Aidil Afriansyah, S.Kom., M.Kom;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJRpZK%2Bam2hoYrJ5gZOTZWNrammXk4Slr5ZiZWtrameWloN2rw%3D%3D
Hira Laksmiwati Soemitro, M.Sc.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJZqaq%2BaZ5WWZLF4rcSUYpZpm2RjmIWnf8RiYmpkmGNplH%2Bkfw%3D%3D
Eko Dwi Nugroho, S.Kom., M.Cs.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJhkZ6%2BabGJjlYOlspZnmGppZWZpZ7CjgpRiY2eXapdpl7OmsQ%3D%3D
Muhammad Habib Algifari, S.Kom., M.T.I.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfJhkaK9ql5RjZIZ2sJBqZWZkl5dja6%2Bmf5dmZGaYaJJhk7F3hQ%3D%3D
Leslie Anggraini, S.Kom., M.Cs.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfY9iaq%2BWmWWSaYN0fJaSlmdtm5OVaYF6gphla5eVmpNnZX91gg%3D%3D
Winda Yulita, M.Cs.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZBiZK9pZmFoZH%2BisMNlaJial2dmlH2khZdjlWxqlmFhln90sQ%3D%3D
Radhinka Bagaskara, S.Si.Kom., M.Si., M.Sc.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZBoZq9la2dplLOmssCSY2pnaWiTlrOkspNoY5hsl2Jll4OnrQ%3D%3D
Alya Khairunnisa Rizkita, S.Kom., M.Kom.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZBpZK9oZ2qSYq5xg8NjaWlom2NoaYGnssNjYpmWbGqTY4Cmgw%3D%3D
Miranti Verdiana, M.Si.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZFqZK9kmGZha7N0fpdkY2NmZWFjZ7F5g5KUmGmWaZWWYn50rw%3D%3D
Prof. Dr. Eng. Ir. Sarwono Sutikno, CISA;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZJlaq9samiWZK96rcFnaGuXaGNnZ4Clr5FjZGtmapNqZ6%2Bjsg%3D%3D
Siswanto, S.Pd., M.Si.;Teknik Informatika;<daftar kepakaran belum ditambahkan>;https://directory.itera.ac.id/researcher/id/gpKIfZJmY69naWiWlH6jsZeUlGaVlmllY36lrZaUlWplm2pkY7F6rg%3D%3D
